state_ut,variable,value,level,category
West Bengal,_of_schools_with_internet_facility_pvt_aided,53.4,,of
India,_of_schools_with_internet_facility_pvt_unaided,59.6,,of
Andaman and Nicobar Islands,_of_schools_with_internet_facility_pvt_unaided,72.2,,of
Andhra Pradesh,_of_schools_with_internet_facility_pvt_unaided,90.1,,of
Arunachal Pradesh,_of_schools_with_internet_facility_pvt_unaided,56.5,,of
Assam,_of_schools_with_internet_facility_pvt_unaided,33.2,,of
Bihar,_of_schools_with_internet_facility_pvt_unaided,43.1,,of
Chandigarh,_of_schools_with_internet_facility_pvt_unaided,100.0,,of
Chhattisgarh,_of_schools_with_internet_facility_pvt_unaided,57.6,,of
Dadra and Nagar Haveli and Daman and Diu,_of_schools_with_internet_facility_pvt_unaided,96.8,,of
Delhi,_of_schools_with_internet_facility_pvt_unaided,100.0,,of
Goa,_of_schools_with_internet_facility_pvt_unaided,87.1,,of
Gujarat,_of_schools_with_internet_facility_pvt_unaided,89.6,,of
Haryana,_of_schools_with_internet_facility_pvt_unaided,86.7,,of
Himachal Pradesh,_of_schools_with_internet_facility_pvt_unaided,77.1,,of
Jammu and Kashmir,_of_schools_with_internet_facility_pvt_unaided,60.5,,of
Jharkhand,_of_schools_with_internet_facility_pvt_unaided,74.0,,of
Karnataka,_of_schools_with_internet_facility_pvt_unaided,72.0,,of
Kerala,_of_schools_with_internet_facility_pvt_unaided,95.1,,of
Ladakh,_of_schools_with_internet_facility_pvt_unaided,56.3,,of
Lakshadweep,_of_schools_with_internet_facility_pvt_unaided,0.0,,of
Madhya Pradesh,_of_schools_with_internet_facility_pvt_unaided,57.1,,of
Maharashtra,_of_schools_with_internet_facility_pvt_unaided,85.9,,of
Manipur,_of_schools_with_internet_facility_pvt_unaided,61.1,,of
Meghalaya,_of_schools_with_internet_facility_pvt_unaided,23.0,,of
Mizoram,_of_schools_with_internet_facility_pvt_unaided,11.0,,of
Nagaland,_of_schools_with_internet_facility_pvt_unaided,70.3,,of
Odisha,_of_schools_with_internet_facility_pvt_unaided,60.9,,of
Puducherry,_of_schools_with_internet_facility_pvt_unaided,96.4,,of
Punjab,_of_schools_with_internet_facility_pvt_unaided,88.1,,of
Rajasthan,_of_schools_with_internet_facility_pvt_unaided,75.2,,of
Sikkim,_of_schools_with_internet_facility_pvt_unaided,51.9,,of
Tamil Nadu,_of_schools_with_internet_facility_pvt_unaided,75.2,,of
Telangana,_of_schools_with_internet_facility_pvt_unaided,56.7,,of
Tripura,_of_schools_with_internet_facility_pvt_unaided,48.2,,of
Uttar Pradesh,_of_schools_with_internet_facility_pvt_unaided,36.5,,of
Uttarakhand,_of_schools_with_internet_facility_pvt_unaided,62.1,,of
West Bengal,_of_schools_with_internet_facility_pvt_unaided,26.3,,of
India,_of_schools_with_internet_facility_others,28.8,,of
Andaman and Nicobar Islands,_of_schools_with_internet_facility_others,0,,of
Andhra Pradesh,_of_schools_with_internet_facility_others,54.5,,of
Arunachal Pradesh,_of_schools_with_internet_facility_others,29.8,,of
Assam,_of_schools_with_internet_facility_others,4.2,,of
Bihar,_of_schools_with_internet_facility_others,27.4,,of
Chandigarh,_of_schools_with_internet_facility_others,88.9,,of
Chhattisgarh,_of_schools_with_internet_facility_others,16.3,,of
Dadra and Nagar Haveli and Daman and Diu,_of_schools_with_internet_facility_others,100,,of
Delhi,_of_schools_with_internet_facility_others,0,,of
Goa,_of_schools_with_internet_facility_others,0,,of
Gujarat,_of_schools_with_internet_facility_others,100,,of
Haryana,_of_schools_with_internet_facility_others,72,,of
Himachal Pradesh,_of_schools_with_internet_facility_others,0,,of
Jammu and Kashmir,_of_schools_with_internet_facility_others,48.6,,of
Jharkhand,_of_schools_with_internet_facility_others,49.9,,of
Karnataka,_of_schools_with_internet_facility_others,36.4,,of
Kerala,_of_schools_with_internet_facility_others,87.5,,of
Ladakh,_of_schools_with_internet_facility_others,0,,of
Lakshadweep,_of_schools_with_internet_facility_others,0,,of
Madhya Pradesh,_of_schools_with_internet_facility_others,27.8,,of
Maharashtra,_of_schools_with_internet_facility_others,73.5,,of
Manipur,_of_schools_with_internet_facility_others,32.6,,of
Meghalaya,_of_schools_with_internet_facility_others,15.1,,of
Mizoram,_of_schools_with_internet_facility_others,10.7,,of
Nagaland,_of_schools_with_internet_facility_others,100,,of
Odisha,_of_schools_with_internet_facility_others,44.7,,of
Puducherry,_of_schools_with_internet_facility_others,0,,of
Punjab,_of_schools_with_internet_facility_others,28.6,,of
Rajasthan,_of_schools_with_internet_facility_others,23.7,,of
Sikkim,_of_schools_with_internet_facility_others,0,,of
Tamil Nadu,_of_schools_with_internet_facility_others,59.7,,of
Telangana,_of_schools_with_internet_facility_others,6,,of
Tripura,_of_schools_with_internet_facility_others,9.6,,of
Uttar Pradesh,_of_schools_with_internet_facility_others,22.6,,of
Uttarakhand,_of_schools_with_internet_facility_others,35.9,,of
West Bengal,_of_schools_with_internet_facility_others,16.6,,of
