state_ut,variable,value,level,category
Bihar,ner_primary_1_to_5_total,93.0,ner,primary
Chandigarh,ner_primary_1_to_5_total,74.1,ner,primary
Chhattisgarh,ner_primary_1_to_5_total,85.9,ner,primary
Dadra and Nagar Haveli and Daman and Diu,ner_primary_1_to_5_total,79.8,ner,primary
Delhi,ner_primary_1_to_5_total,100.0,ner,primary
Goa,ner_primary_1_to_5_total,79.7,ner,primary
Gujarat,ner_primary_1_to_5_total,77.1,ner,primary
Haryana,ner_primary_1_to_5_total,82.0,ner,primary
Himachal Pradesh,ner_primary_1_to_5_total,87.0,ner,primary
Jammu and Kashmir,ner_primary_1_to_5_total,86.2,ner,primary
Jharkhand,ner_primary_1_to_5_total,90.1,ner,primary
Karnataka,ner_primary_1_to_5_total,95.9,ner,primary
Kerala,ner_primary_1_to_5_total,86.7,ner,primary
Ladakh,ner_primary_1_to_5_total,59.8,ner,primary
Lakshadweep,ner_primary_1_to_5_total,74.8,ner,primary
Madhya Pradesh,ner_primary_1_to_5_total,70.3,ner,primary
Maharashtra,ner_primary_1_to_5_total,96.6,ner,primary
Manipur,ner_primary_1_to_5_total,100.0,ner,primary
Meghalaya,ner_primary_1_to_5_total,100.0,ner,primary
Mizoram,ner_primary_1_to_5_total,100.0,ner,primary
Nagaland,ner_primary_1_to_5_total,82.2,ner,primary
Odisha,ner_primary_1_to_5_total,82.5,ner,primary
Puducherry,ner_primary_1_to_5_total,62.1,ner,primary
Punjab,ner_primary_1_to_5_total,89.7,ner,primary
Rajasthan,ner_primary_1_to_5_total,84.1,ner,primary
Sikkim,ner_primary_1_to_5_total,84.8,ner,primary
Tamil Nadu,ner_primary_1_to_5_total,84.0,ner,primary
Telangana,ner_primary_1_to_5_total,93.1,ner,primary
Tripura,ner_primary_1_to_5_total,100.0,ner,primary
Uttarakhand,ner_primary_1_to_5_total,84.9,ner,primary
Uttar Pradesh,ner_primary_1_to_5_total,97.1,ner,primary
West Bengal,ner_primary_1_to_5_total,100.0,ner,primary
India,ner_upper_primary_6_to_8_boys,71.7,ner,upper
Andaman and Nicobar Islands,ner_upper_primary_6_to_8_boys,54.8,ner,upper
Andhra Pradesh,ner_upper_primary_6_to_8_boys,72.5,ner,upper
Arunachal Pradesh,ner_upper_primary_6_to_8_boys,55.6,ner,upper
Assam,ner_upper_primary_6_to_8_boys,70.1,ner,upper
Bihar,ner_upper_primary_6_to_8_boys,70.5,ner,upper
Chandigarh,ner_upper_primary_6_to_8_boys,68.7,ner,upper
Chhattisgarh,ner_upper_primary_6_to_8_boys,76.0,ner,upper
Dadra and Nagar Haveli and Daman and Diu,ner_upper_primary_6_to_8_boys,72.5,ner,upper
Delhi,ner_upper_primary_6_to_8_boys,97.2,ner,upper
Goa,ner_upper_primary_6_to_8_boys,67.2,ner,upper
Gujarat,ner_upper_primary_6_to_8_boys,65.8,ner,upper
Haryana,ner_upper_primary_6_to_8_boys,71.9,ner,upper
Himachal Pradesh,ner_upper_primary_6_to_8_boys,70.5,ner,upper
Jammu and Kashmir,ner_upper_primary_6_to_8_boys,42.0,ner,upper
Jharkhand,ner_upper_primary_6_to_8_boys,69.8,ner,upper
Karnataka,ner_upper_primary_6_to_8_boys,86.2,ner,upper
Kerala,ner_upper_primary_6_to_8_boys,75.4,ner,upper
Ladakh,ner_upper_primary_6_to_8_boys,38.3,ner,upper
Lakshadweep,ner_upper_primary_6_to_8_boys,62.9,ner,upper
Madhya Pradesh,ner_upper_primary_6_to_8_boys,65.1,ner,upper
Maharashtra,ner_upper_primary_6_to_8_boys,80.6,ner,upper
Manipur,ner_upper_primary_6_to_8_boys,68.9,ner,upper
Meghalaya,ner_upper_primary_6_to_8_boys,69.6,ner,upper
Mizoram,ner_upper_primary_6_to_8_boys,75.4,ner,upper
Nagaland,ner_upper_primary_6_to_8_boys,46.3,ner,upper
Odisha,ner_upper_primary_6_to_8_boys,65.7,ner,upper
Puducherry,ner_upper_primary_6_to_8_boys,52.3,ner,upper
Punjab,ner_upper_primary_6_to_8_boys,70.8,ner,upper
Rajasthan,ner_upper_primary_6_to_8_boys,68.3,ner,upper
Sikkim,ner_upper_primary_6_to_8_boys,52.0,ner,upper
Tamil Nadu,ner_upper_primary_6_to_8_boys,74.2,ner,upper
Telangana,ner_upper_primary_6_to_8_boys,80.9,ner,upper
Tripura,ner_upper_primary_6_to_8_boys,78.0,ner,upper
Uttarakhand,ner_upper_primary_6_to_8_boys,61.9,ner,upper
Uttar Pradesh,ner_upper_primary_6_to_8_boys,70.6,ner,upper
West Bengal,ner_upper_primary_6_to_8_boys,82.8,ner,upper
India,ner_upper_primary_6_to_8_girls,71.7,ner,upper
Andaman and Nicobar Islands,ner_upper_primary_6_to_8_girls,56.3,ner,upper
Andhra Pradesh,ner_upper_primary_6_to_8_girls,68.6,ner,upper
Arunachal Pradesh,ner_upper_primary_6_to_8_girls,59.6,ner,upper
Assam,ner_upper_primary_6_to_8_girls,77.9,ner,upper
Bihar,ner_upper_primary_6_to_8_girls,72.9,ner,upper
Chandigarh,ner_upper_primary_6_to_8_girls,78.2,ner,upper
Chhattisgarh,ner_upper_primary_6_to_8_girls,77.0,ner,upper
Dadra and Nagar Haveli and Daman and Diu,ner_upper_primary_6_to_8_girls,76.3,ner,upper
Delhi,ner_upper_primary_6_to_8_girls,100.0,ner,upper
Goa,ner_upper_primary_6_to_8_girls,71.0,ner,upper
Gujarat,ner_upper_primary_6_to_8_girls,66.0,ner,upper
Haryana,ner_upper_primary_6_to_8_girls,69.8,ner,upper
Himachal Pradesh,ner_upper_primary_6_to_8_girls,72.7,ner,upper
Jammu and Kashmir,ner_upper_primary_6_to_8_girls,45.1,ner,upper
Jharkhand,ner_upper_primary_6_to_8_girls,71.6,ner,upper
Karnataka,ner_upper_primary_6_to_8_girls,84.6,ner,upper
Kerala,ner_upper_primary_6_to_8_girls,75.3,ner,upper
Ladakh,ner_upper_primary_6_to_8_girls,48.0,ner,upper
Lakshadweep,ner_upper_primary_6_to_8_girls,50.1,ner,upper
Madhya Pradesh,ner_upper_primary_6_to_8_girls,66.0,ner,upper
Maharashtra,ner_upper_primary_6_to_8_girls,79.6,ner,upper
Manipur,ner_upper_primary_6_to_8_girls,72.0,ner,upper
Meghalaya,ner_upper_primary_6_to_8_girls,82.1,ner,upper
Mizoram,ner_upper_primary_6_to_8_girls,78.1,ner,upper
Nagaland,ner_upper_primary_6_to_8_girls,50.9,ner,upper
Odisha,ner_upper_primary_6_to_8_girls,66.1,ner,upper
Puducherry,ner_upper_primary_6_to_8_girls,55.2,ner,upper
Punjab,ner_upper_primary_6_to_8_girls,75.4,ner,upper
Rajasthan,ner_upper_primary_6_to_8_girls,65.6,ner,upper
Sikkim,ner_upper_primary_6_to_8_girls,53.7,ner,upper
Tamil Nadu,ner_upper_primary_6_to_8_girls,72.5,ner,upper
Telangana,ner_upper_primary_6_to_8_girls,78.9,ner,upper
Tripura,ner_upper_primary_6_to_8_girls,81.7,ner,upper
Uttarakhand,ner_upper_primary_6_to_8_girls,63.5,ner,upper
Uttar Pradesh,ner_upper_primary_6_to_8_girls,72.0,ner,upper
West Bengal,ner_upper_primary_6_to_8_girls,83.9,ner,upper
India,ner_upper_primary_6_to_8_total,71.7,ner,upper
Andaman and Nicobar Islands,ner_upper_primary_6_to_8_total,55.5,ner,upper
Andhra Pradesh,ner_upper_primary_6_to_8_total,70.6,ner,upper
Arunachal Pradesh,ner_upper_primary_6_to_8_total,57.6,ner,upper
Assam,ner_upper_primary_6_to_8_total,74.0,ner,upper
Bihar,ner_upper_primary_6_to_8_total,71.7,ner,upper
Chandigarh,ner_upper_primary_6_to_8_total,72.8,ner,upper
Chhattisgarh,ner_upper_primary_6_to_8_total,76.5,ner,upper
Dadra and Nagar Haveli and Daman and Diu,ner_upper_primary_6_to_8_total,74.3,ner,upper
Delhi,ner_upper_primary_6_to_8_total,98.9,ner,upper
Goa,ner_upper_primary_6_to_8_total,69.0,ner,upper
Gujarat,ner_upper_primary_6_to_8_total,65.9,ner,upper
Haryana,ner_upper_primary_6_to_8_total,70.9,ner,upper
Himachal Pradesh,ner_upper_primary_6_to_8_total,71.7,ner,upper
Jammu and Kashmir,ner_upper_primary_6_to_8_total,43.4,ner,upper
Jharkhand,ner_upper_primary_6_to_8_total,70.7,ner,upper
Karnataka,ner_upper_primary_6_to_8_total,85.4,ner,upper
Kerala,ner_upper_primary_6_to_8_total,75.3,ner,upper
Ladakh,ner_upper_primary_6_to_8_total,42.8,ner,upper
Lakshadweep,ner_upper_primary_6_to_8_total,56.2,ner,upper
Madhya Pradesh,ner_upper_primary_6_to_8_total,65.5,ner,upper
Maharashtra,ner_upper_primary_6_to_8_total,80.1,ner,upper
Manipur,ner_upper_primary_6_to_8_total,70.4,ner,upper
Meghalaya,ner_upper_primary_6_to_8_total,75.7,ner,upper
Mizoram,ner_upper_primary_6_to_8_total,76.7,ner,upper
Nagaland,ner_upper_primary_6_to_8_total,48.5,ner,upper
Odisha,ner_upper_primary_6_to_8_total,65.9,ner,upper
Puducherry,ner_upper_primary_6_to_8_total,53.7,ner,upper
Punjab,ner_upper_primary_6_to_8_total,72.9,ner,upper
Rajasthan,ner_upper_primary_6_to_8_total,67.0,ner,upper
Sikkim,ner_upper_primary_6_to_8_total,52.8,ner,upper
Tamil Nadu,ner_upper_primary_6_to_8_total,73.4,ner,upper
Telangana,ner_upper_primary_6_to_8_total,79.9,ner,upper
Tripura,ner_upper_primary_6_to_8_total,79.8,ner,upper
Uttarakhand,ner_upper_primary_6_to_8_total,62.7,ner,upper
Uttar Pradesh,ner_upper_primary_6_to_8_total,71.3,ner,upper
West Bengal,ner_upper_primary_6_to_8_total,83.3,ner,upper
India,ner_elementary_1_to_8_boys,89.7,ner,elementary
Andaman and Nicobar Islands,ner_elementary_1_to_8_boys,63.5,ner,elementary
Andhra Pradesh,ner_elementary_1_to_8_boys,89.6,ner,elementary
Arunachal Pradesh,ner_elementary_1_to_8_boys,91.8,ner,elementary
Assam,ner_elementary_1_to_8_boys,97.4,ner,elementary
Bihar,ner_elementary_1_to_8_boys,89.2,ner,elementary
Chandigarh,ner_elementary_1_to_8_boys,76.5,ner,elementary
Chhattisgarh,ner_elementary_1_to_8_boys,87.5,ner,elementary
Dadra and Nagar Haveli and Daman and Diu,ner_elementary_1_to_8_boys,82.4,ner,elementary
Delhi,ner_elementary_1_to_8_boys,100.0,ner,elementary
Goa,ner_elementary_1_to_8_boys,80.7,ner,elementary
Gujarat,ner_elementary_1_to_8_boys,81.0,ner,elementary
Haryana,ner_elementary_1_to_8_boys,89.6,ner,elementary
Himachal Pradesh,ner_elementary_1_to_8_boys,92.0,ner,elementary
Jammu and Kashmir,ner_elementary_1_to_8_boys,75.2,ner,elementary
Jharkhand,ner_elementary_1_to_8_boys,88.6,ner,elementary
Karnataka,ner_elementary_1_to_8_boys,99.4,ner,elementary
Kerala,ner_elementary_1_to_8_boys,92.0,ner,elementary
Ladakh,ner_elementary_1_to_8_boys,58.6,ner,elementary
Lakshadweep,ner_elementary_1_to_8_boys,77.0,ner,elementary
Madhya Pradesh,ner_elementary_1_to_8_boys,77.6,ner,elementary
Maharashtra,ner_elementary_1_to_8_boys,96.2,ner,elementary
Manipur,ner_elementary_1_to_8_boys,100.0,ner,elementary
Meghalaya,ner_elementary_1_to_8_boys,100.0,ner,elementary
Mizoram,ner_elementary_1_to_8_boys,100.0,ner,elementary
Nagaland,ner_elementary_1_to_8_boys,73.9,ner,elementary
Odisha,ner_elementary_1_to_8_boys,85.7,ner,elementary
Puducherry,ner_elementary_1_to_8_boys,67.3,ner,elementary
Punjab,ner_elementary_1_to_8_boys,94.6,ner,elementary
Rajasthan,ner_elementary_1_to_8_boys,87.9,ner,elementary
Sikkim,ner_elementary_1_to_8_boys,80.5,ner,elementary
Tamil Nadu,ner_elementary_1_to_8_boys,89.7,ner,elementary
Telangana,ner_elementary_1_to_8_boys,98.2,ner,elementary
Tripura,ner_elementary_1_to_8_boys,100.0,ner,elementary
Uttarakhand,ner_elementary_1_to_8_boys,85.4,ner,elementary
Uttar Pradesh,ner_elementary_1_to_8_boys,97.2,ner,elementary
West Bengal,ner_elementary_1_to_8_boys,100.0,ner,elementary
India,ner_elementary_1_to_8_girls,91.5,ner,elementary
Andaman and Nicobar Islands,ner_elementary_1_to_8_girls,66.1,ner,elementary
Andhra Pradesh,ner_elementary_1_to_8_girls,88.1,ner,elementary
Arunachal Pradesh,ner_elementary_1_to_8_girls,94.8,ner,elementary
Assam,ner_elementary_1_to_8_girls,100.0,ner,elementary
Bihar,ner_elementary_1_to_8_girls,91.7,ner,elementary
Chandigarh,ner_elementary_1_to_8_girls,86.0,ner,elementary
Chhattisgarh,ner_elementary_1_to_8_girls,88.0,ner,elementary
Dadra and Nagar Haveli and Daman and Diu,ner_elementary_1_to_8_girls,86.8,ner,elementary
Delhi,ner_elementary_1_to_8_girls,100.0,ner,elementary
Goa,ner_elementary_1_to_8_girls,84.3,ner,elementary
Gujarat,ner_elementary_1_to_8_girls,84.1,ner,elementary
Haryana,ner_elementary_1_to_8_girls,89.7,ner,elementary
Himachal Pradesh,ner_elementary_1_to_8_girls,93.8,ner,elementary
Jammu and Kashmir,ner_elementary_1_to_8_girls,78.1,ner,elementary
Jharkhand,ner_elementary_1_to_8_girls,90.1,ner,elementary
Karnataka,ner_elementary_1_to_8_girls,99.5,ner,elementary
Kerala,ner_elementary_1_to_8_girls,91.6,ner,elementary
Ladakh,ner_elementary_1_to_8_girls,66.4,ner,elementary
Lakshadweep,ner_elementary_1_to_8_girls,67.7,ner,elementary
Madhya Pradesh,ner_elementary_1_to_8_girls,77.4,ner,elementary
Maharashtra,ner_elementary_1_to_8_girls,98.6,ner,elementary
Manipur,ner_elementary_1_to_8_girls,100.0,ner,elementary
Meghalaya,ner_elementary_1_to_8_girls,100.0,ner,elementary
Mizoram,ner_elementary_1_to_8_girls,100.0,ner,elementary
Nagaland,ner_elementary_1_to_8_girls,79.0,ner,elementary
Odisha,ner_elementary_1_to_8_girls,85.6,ner,elementary
Puducherry,ner_elementary_1_to_8_girls,68.7,ner,elementary
Punjab,ner_elementary_1_to_8_girls,96.2,ner,elementary
Rajasthan,ner_elementary_1_to_8_girls,88.2,ner,elementary
Sikkim,ner_elementary_1_to_8_girls,79.1,ner,elementary
Tamil Nadu,ner_elementary_1_to_8_girls,90.4,ner,elementary
Telangana,ner_elementary_1_to_8_girls,98.6,ner,elementary
Tripura,ner_elementary_1_to_8_girls,100.0,ner,elementary
Uttarakhand,ner_elementary_1_to_8_girls,88.7,ner,elementary
Uttar Pradesh,ner_elementary_1_to_8_girls,100.0,ner,elementary
West Bengal,ner_elementary_1_to_8_girls,100.0,ner,elementary
India,ner_elementary_1_to_8_total,90.5,ner,elementary
Andaman and Nicobar Islands,ner_elementary_1_to_8_total,64.8,ner,elementary
Andhra Pradesh,ner_elementary_1_to_8_total,88.9,ner,elementary
Arunachal Pradesh,ner_elementary_1_to_8_total,93.3,ner,elementary
Assam,ner_elementary_1_to_8_total,98.7,ner,elementary
Bihar,ner_elementary_1_to_8_total,90.4,ner,elementary
Chandigarh,ner_elementary_1_to_8_total,80.7,ner,elementary
Chhattisgarh,ner_elementary_1_to_8_total,87.7,ner,elementary
Dadra and Nagar Haveli and Daman and Diu,ner_elementary_1_to_8_total,84.4,ner,elementary
Delhi,ner_elementary_1_to_8_total,100.0,ner,elementary
Goa,ner_elementary_1_to_8_total,82.4,ner,elementary
Gujarat,ner_elementary_1_to_8_total,82.4,ner,elementary
Haryana,ner_elementary_1_to_8_total,89.7,ner,elementary
Himachal Pradesh,ner_elementary_1_to_8_total,92.7,ner,elementary
Jammu and Kashmir,ner_elementary_1_to_8_total,76.6,ner,elementary
Jharkhand,ner_elementary_1_to_8_total,89.3,ner,elementary
Karnataka,ner_elementary_1_to_8_total,99.5,ner,elementary
Kerala,ner_elementary_1_to_8_total,91.8,ner,elementary
Ladakh,ner_elementary_1_to_8_total,62.3,ner,elementary
Lakshadweep,ner_elementary_1_to_8_total,72.3,ner,elementary
Madhya Pradesh,ner_elementary_1_to_8_total,77.5,ner,elementary
Maharashtra,ner_elementary_1_to_8_total,97.3,ner,elementary
Manipur,ner_elementary_1_to_8_total,100.0,ner,elementary
Meghalaya,ner_elementary_1_to_8_total,100.0,ner,elementary
Mizoram,ner_elementary_1_to_8_total,100.0,ner,elementary
Nagaland,ner_elementary_1_to_8_total,76.4,ner,elementary
Odisha,ner_elementary_1_to_8_total,85.6,ner,elementary
Puducherry,ner_elementary_1_to_8_total,68.0,ner,elementary
Punjab,ner_elementary_1_to_8_total,95.3,ner,elementary
Rajasthan,ner_elementary_1_to_8_total,88.1,ner,elementary
Sikkim,ner_elementary_1_to_8_total,79.8,ner,elementary
Tamil Nadu,ner_elementary_1_to_8_total,90.0,ner,elementary
Telangana,ner_elementary_1_to_8_total,98.4,ner,elementary
Tripura,ner_elementary_1_to_8_total,100.0,ner,elementary
Uttarakhand,ner_elementary_1_to_8_total,87.0,ner,elementary
Uttar Pradesh,ner_elementary_1_to_8_total,98.9,ner,elementary
West Bengal,ner_elementary_1_to_8_total,100.0,ner,elementary
India,ner_secondary_9_10_boys,47.9,ner,secondary
Andaman and Nicobar Islands,ner_secondary_9_10_boys,43.5,ner,secondary
Andhra Pradesh,ner_secondary_9_10_boys,51.8,ner,secondary
Arunachal Pradesh,ner_secondary_9_10_boys,36.2,ner,secondary
Assam,ner_secondary_9_10_boys,53.9,ner,secondary
Bihar,ner_secondary_9_10_boys,33.5,ner,secondary
Chandigarh,ner_secondary_9_10_boys,57.9,ner,secondary
Chhattisgarh,ner_secondary_9_10_boys,52.7,ner,secondary
Dadra and Nagar Haveli and Daman and Diu,ner_secondary_9_10_boys,46.0,ner,secondary
Delhi,ner_secondary_9_10_boys,70.4,ner,secondary
Goa,ner_secondary_9_10_boys,54.1,ner,secondary
Gujarat,ner_secondary_9_10_boys,46.7,ner,secondary
Haryana,ner_secondary_9_10_boys,54.0,ner,secondary
Himachal Pradesh,ner_secondary_9_10_boys,53.4,ner,secondary
Jammu and Kashmir,ner_secondary_9_10_boys,30.6,ner,secondary
Jharkhand,ner_secondary_9_10_boys,39.9,ner,secondary
Karnataka,ner_secondary_9_10_boys,66.8,ner,secondary
Kerala,ner_secondary_9_10_boys,59.5,ner,secondary
Ladakh,ner_secondary_9_10_boys,27.3,ner,secondary
Lakshadweep,ner_secondary_9_10_boys,52.0,ner,secondary
Madhya Pradesh,ner_secondary_9_10_boys,42.2,ner,secondary
Maharashtra,ner_secondary_9_10_boys,63.6,ner,secondary
Manipur,ner_secondary_9_10_boys,59.1,ner,secondary
Meghalaya,ner_secondary_9_10_boys,42.0,ner,secondary
Mizoram,ner_secondary_9_10_boys,48.5,ner,secondary
Nagaland,ner_secondary_9_10_boys,33.7,ner,secondary
Odisha,ner_secondary_9_10_boys,49.1,ner,secondary
Puducherry,ner_secondary_9_10_boys,38.7,ner,secondary
Punjab,ner_secondary_9_10_boys,50.8,ner,secondary
Rajasthan,ner_secondary_9_10_boys,45.8,ner,secondary
Sikkim,ner_secondary_9_10_boys,42.0,ner,secondary
Tamil Nadu,ner_secondary_9_10_boys,59.2,ner,secondary
Telangana,ner_secondary_9_10_boys,60.1,ner,secondary
Tripura,ner_secondary_9_10_boys,65.7,ner,secondary
Uttarakhand,ner_secondary_9_10_boys,35.2,ner,secondary
Uttar Pradesh,ner_secondary_9_10_boys,48.7,ner,secondary
West Bengal,ner_secondary_9_10_boys,66.2,ner,secondary
India,ner_secondary_9_10_girls,49.3,ner,secondary
Andaman and Nicobar Islands,ner_secondary_9_10_girls,49.3,ner,secondary
Andhra Pradesh,ner_secondary_9_10_girls,49.0,ner,secondary
Arunachal Pradesh,ner_secondary_9_10_girls,38.5,ner,secondary
Assam,ner_secondary_9_10_girls,53.5,ner,secondary
Bihar,ner_secondary_9_10_girls,35.8,ner,secondary
Chandigarh,ner_secondary_9_10_girls,66.0,ner,secondary
Chhattisgarh,ner_secondary_9_10_girls,57.6,ner,secondary
Dadra and Nagar Haveli and Daman and Diu,ner_secondary_9_10_girls,51.4,ner,secondary
Delhi,ner_secondary_9_10_girls,72.9,ner,secondary
Goa,ner_secondary_9_10_girls,60.0,ner,secondary
Gujarat,ner_secondary_9_10_girls,44.0,ner,secondary
Haryana,ner_secondary_9_10_girls,50.5,ner,secondary
Himachal Pradesh,ner_secondary_9_10_girls,53.7,ner,secondary
Jammu and Kashmir,ner_secondary_9_10_girls,31.4,ner,secondary
Jharkhand,ner_secondary_9_10_girls,42.7,ner,secondary
Karnataka,ner_secondary_9_10_girls,66.8,ner,secondary
Kerala,ner_secondary_9_10_girls,59.4,ner,secondary
Ladakh,ner_secondary_9_10_girls,32.7,ner,secondary
Lakshadweep,ner_secondary_9_10_girls,51.3,ner,secondary
Madhya Pradesh,ner_secondary_9_10_girls,41.3,ner,secondary
Maharashtra,ner_secondary_9_10_girls,62.5,ner,secondary
Manipur,ner_secondary_9_10_girls,61.0,ner,secondary
Meghalaya,ner_secondary_9_10_girls,52.5,ner,secondary
Mizoram,ner_secondary_9_10_girls,55.0,ner,secondary
Nagaland,ner_secondary_9_10_girls,39.3,ner,secondary
Odisha,ner_secondary_9_10_girls,49.8,ner,secondary
Puducherry,ner_secondary_9_10_girls,43.3,ner,secondary
Punjab,ner_secondary_9_10_girls,54.6,ner,secondary
Rajasthan,ner_secondary_9_10_girls,42.4,ner,secondary
Sikkim,ner_secondary_9_10_girls,46.9,ner,secondary
Tamil Nadu,ner_secondary_9_10_girls,57.0,ner,secondary
Telangana,ner_secondary_9_10_girls,59.5,ner,secondary
Tripura,ner_secondary_9_10_girls,70.7,ner,secondary
Uttarakhand,ner_secondary_9_10_girls,32.2,ner,secondary
Uttar Pradesh,ner_secondary_9_10_girls,49.9,ner,secondary
West Bengal,ner_secondary_9_10_girls,72.8,ner,secondary
India,ner_secondary_9_10_total,48.5,ner,secondary
Andaman and Nicobar Islands,ner_secondary_9_10_total,46.2,ner,secondary
Andhra Pradesh,ner_secondary_9_10_total,50.4,ner,secondary
Arunachal Pradesh,ner_secondary_9_10_total,37.3,ner,secondary
Assam,ner_secondary_9_10_total,58.6,ner,secondary
Bihar,ner_secondary_9_10_total,34.6,ner,secondary
Chandigarh,ner_secondary_9_10_total,61.4,ner,secondary
Chhattisgarh,ner_secondary_9_10_total,55.1,ner,secondary
Dadra and Nagar Haveli and Daman and Diu,ner_secondary_9_10_total,48.4,ner,secondary
Delhi,ner_secondary_9_10_total,71.6,ner,secondary
Goa,ner_secondary_9_10_total,56.8,ner,secondary
