state_ut,variable,value,level,category
Telangana,schools_with_functional_computer_facility_all_management,16099,schools,with
Tripura,schools_with_functional_computer_facility_all_management,1015,schools,with
Uttar Pradesh,schools_with_functional_computer_facility_all_management,51814,schools,with
Uttarakhand,schools_with_functional_computer_facility_all_management,9046,schools,with
West Bengal,schools_with_functional_computer_facility_all_management,14940,schools,with
India,schools_with_functional_computer_facility_govt_,321024,schools,with
Andaman and Nicobar Islands,schools_with_functional_computer_facility_govt_,190,schools,with
Andhra Pradesh,schools_with_functional_computer_facility_govt_,10033,schools,with
Arunachal Pradesh,schools_with_functional_computer_facility_govt_,476,schools,with
Assam,schools_with_functional_computer_facility_govt_,5808,schools,with
Bihar,schools_with_functional_computer_facility_govt_,4035,schools,with
Chandigarh,schools_with_functional_computer_facility_govt_,120,schools,with
Chhattisgarh,schools_with_functional_computer_facility_govt_,40014,schools,with
Dadra and Nagar Haveli and Daman and Diu,schools_with_functional_computer_facility_govt_,357,schools,with
Delhi,schools_with_functional_computer_facility_govt_,2751,schools,with
Goa,schools_with_functional_computer_facility_govt_,149,schools,with
Gujarat,schools_with_functional_computer_facility_govt_,32866,schools,with
Haryana,schools_with_functional_computer_facility_govt_,4832,schools,with
Himachal Pradesh,schools_with_functional_computer_facility_govt_,3760,schools,with
Jammu and Kashmir,schools_with_functional_computer_facility_govt_,4193,schools,with
Jharkhand,schools_with_functional_computer_facility_govt_,29651,schools,with
Karnataka,schools_with_functional_computer_facility_govt_,16180,schools,with
Kerala,schools_with_functional_computer_facility_govt_,4765,schools,with
Ladakh,schools_with_functional_computer_facility_govt_,269,schools,with
Lakshadweep,schools_with_functional_computer_facility_govt_,45,schools,with
Madhya Pradesh,schools_with_functional_computer_facility_govt_,6624,schools,with
Maharashtra,schools_with_functional_computer_facility_govt_,40607,schools,with
Manipur,schools_with_functional_computer_facility_govt_,447,schools,with
Meghalaya,schools_with_functional_computer_facility_govt_,672,schools,with
Mizoram,schools_with_functional_computer_facility_govt_,1017,schools,with
Nagaland,schools_with_functional_computer_facility_govt_,645,schools,with
Odisha,schools_with_functional_computer_facility_govt_,7162,schools,with
Puducherry,schools_with_functional_computer_facility_govt_,378,schools,with
Punjab,schools_with_functional_computer_facility_govt_,19279,schools,with
Rajasthan,schools_with_functional_computer_facility_govt_,22141,schools,with
Sikkim,schools_with_functional_computer_facility_govt_,649,schools,with
Tamil Nadu,schools_with_functional_computer_facility_govt_,29732,schools,with
Telangana,schools_with_functional_computer_facility_govt_,7244,schools,with
Tripura,schools_with_functional_computer_facility_govt_,689,schools,with
Uttar Pradesh,schools_with_functional_computer_facility_govt_,7114,schools,with
Uttarakhand,schools_with_functional_computer_facility_govt_,4339,schools,with
West Bengal,schools_with_functional_computer_facility_govt_,11791,schools,with
India,schools_with_functional_computer_facility_pvt_aided,50947,schools,with
Andaman and Nicobar Islands,schools_with_functional_computer_facility_pvt_aided,2,schools,with
Andhra Pradesh,schools_with_functional_computer_facility_pvt_aided,335,schools,with
Arunachal Pradesh,schools_with_functional_computer_facility_pvt_aided,58,schools,with
Assam,schools_with_functional_computer_facility_pvt_aided,258,schools,with
Bihar,schools_with_functional_computer_facility_pvt_aided,115,schools,with
Chandigarh,schools_with_functional_computer_facility_pvt_aided,7,schools,with
Chhattisgarh,schools_with_functional_computer_facility_pvt_aided,189,schools,with
Dadra and Nagar Haveli and Daman and Diu,schools_with_functional_computer_facility_pvt_aided,8,schools,with
Delhi,schools_with_functional_computer_facility_pvt_aided,250,schools,with
Goa,schools_with_functional_computer_facility_pvt_aided,473,schools,with
Gujarat,schools_with_functional_computer_facility_pvt_aided,5411,schools,with
Haryana,schools_with_functional_computer_facility_pvt_aided,15,schools,with
Himachal Pradesh,schools_with_functional_computer_facility_pvt_aided,0,schools,with
Jammu and Kashmir,schools_with_functional_computer_facility_pvt_aided,1,schools,with
Jharkhand,schools_with_functional_computer_facility_pvt_aided,364,schools,with
Karnataka,schools_with_functional_computer_facility_pvt_aided,4805,schools,with
Kerala,schools_with_functional_computer_facility_pvt_aided,7121,schools,with
Ladakh,schools_with_functional_computer_facility_pvt_aided,9,schools,with
Lakshadweep,schools_with_functional_computer_facility_pvt_aided,0,schools,with
Madhya Pradesh,schools_with_functional_computer_facility_pvt_aided,176,schools,with
Maharashtra,schools_with_functional_computer_facility_pvt_aided,20777,schools,with
Manipur,schools_with_functional_computer_facility_pvt_aided,41,schools,with
Meghalaya,schools_with_functional_computer_facility_pvt_aided,798,schools,with
Mizoram,schools_with_functional_computer_facility_pvt_aided,178,schools,with
Nagaland,schools_with_functional_computer_facility_pvt_aided,0,schools,with
Odisha,schools_with_functional_computer_facility_pvt_aided,941,schools,with
Puducherry,schools_with_functional_computer_facility_pvt_aided,33,schools,with
Punjab,schools_with_functional_computer_facility_pvt_aided,406,schools,with
Rajasthan,schools_with_functional_computer_facility_pvt_aided,0,schools,with
Sikkim,schools_with_functional_computer_facility_pvt_aided,12,schools,with
Tamil Nadu,schools_with_functional_computer_facility_pvt_aided,3817,schools,with
Telangana,schools_with_functional_computer_facility_pvt_aided,218,schools,with
Tripura,schools_with_functional_computer_facility_pvt_aided,29,schools,with
Uttar Pradesh,schools_with_functional_computer_facility_pvt_aided,3644,schools,with
Uttarakhand,schools_with_functional_computer_facility_pvt_aided,413,schools,with
West Bengal,schools_with_functional_computer_facility_pvt_aided,43,schools,with
India,schools_with_functional_computer_facility_pvt_unaided,213647,schools,with
Andaman and Nicobar Islands,schools_with_functional_computer_facility_pvt_unaided,64,schools,with
Andhra Pradesh,schools_with_functional_computer_facility_pvt_unaided,12893,schools,with
Arunachal Pradesh,schools_with_functional_computer_facility_pvt_unaided,379,schools,with
Assam,schools_with_functional_computer_facility_pvt_unaided,2787,schools,with
Bihar,schools_with_functional_computer_facility_pvt_unaided,4847,schools,with
Chandigarh,schools_with_functional_computer_facility_pvt_unaided,75,schools,with
Chhattisgarh,schools_with_functional_computer_facility_pvt_unaided,5136,schools,with
Dadra and Nagar Haveli and Daman and Diu,schools_with_functional_computer_facility_pvt_unaided,58,schools,with
Delhi,schools_with_functional_computer_facility_pvt_unaided,2641,schools,with
Goa,schools_with_functional_computer_facility_pvt_unaided,129,schools,with
Gujarat,schools_with_functional_computer_facility_pvt_unaided,12054,schools,with
Haryana,schools_with_functional_computer_facility_pvt_unaided,7240,schools,with
Himachal Pradesh,schools_with_functional_computer_facility_pvt_unaided,2423,schools,with
Jammu and Kashmir,schools_with_functional_computer_facility_pvt_unaided,3830,schools,with
Jharkhand,schools_with_functional_computer_facility_pvt_unaided,1257,schools,with
Karnataka,schools_with_functional_computer_facility_pvt_unaided,15055,schools,with
Kerala,schools_with_functional_computer_facility_pvt_unaided,3045,schools,with
Ladakh,schools_with_functional_computer_facility_pvt_unaided,84,schools,with
Lakshadweep,schools_with_functional_computer_facility_pvt_unaided,0,schools,with
Madhya Pradesh,schools_with_functional_computer_facility_pvt_unaided,14747,schools,with
Maharashtra,schools_with_functional_computer_facility_pvt_unaided,18076,schools,with
Manipur,schools_with_functional_computer_facility_pvt_unaided,901,schools,with
Meghalaya,schools_with_functional_computer_facility_pvt_unaided,515,schools,with
Mizoram,schools_with_functional_computer_facility_pvt_unaided,708,schools,with
Nagaland,schools_with_functional_computer_facility_pvt_unaided,560,schools,with
Odisha,schools_with_functional_computer_facility_pvt_unaided,3583,schools,with
Puducherry,schools_with_functional_computer_facility_pvt_unaided,286,schools,with
Punjab,schools_with_functional_computer_facility_pvt_unaided,8654,schools,with
Rajasthan,schools_with_functional_computer_facility_pvt_unaided,26094,schools,with
Sikkim,schools_with_functional_computer_facility_pvt_unaided,320,schools,with
Tamil Nadu,schools_with_functional_computer_facility_pvt_unaided,11028,schools,with
Telangana,schools_with_functional_computer_facility_pvt_unaided,8605,schools,with
Tripura,schools_with_functional_computer_facility_pvt_unaided,245,schools,with
Uttar Pradesh,schools_with_functional_computer_facility_pvt_unaided,38457,schools,with
Uttarakhand,schools_with_functional_computer_facility_pvt_unaided,4090,schools,with
West Bengal,schools_with_functional_computer_facility_pvt_unaided,2775,schools,with
India,schools_with_functional_computer_facility_others,16239,schools,with
Andaman and Nicobar Islands,schools_with_functional_computer_facility_others,0,schools,with
Andhra Pradesh,schools_with_functional_computer_facility_others,101,schools,with
Arunachal Pradesh,schools_with_functional_computer_facility_others,31,schools,with
Assam,schools_with_functional_computer_facility_others,100,schools,with
Bihar,schools_with_functional_computer_facility_others,4167,schools,with
Chandigarh,schools_with_functional_computer_facility_others,26,schools,with
Chhattisgarh,schools_with_functional_computer_facility_others,108,schools,with
Dadra and Nagar Haveli and Daman and Diu,schools_with_functional_computer_facility_others,1,schools,with
Delhi,schools_with_functional_computer_facility_others,0,schools,with
Goa,schools_with_functional_computer_facility_others,0,schools,with
Gujarat,schools_with_functional_computer_facility_others,2,schools,with
Haryana,schools_with_functional_computer_facility_others,721,schools,with
Himachal Pradesh,schools_with_functional_computer_facility_others,0,schools,with
Jammu and Kashmir,schools_with_functional_computer_facility_others,60,schools,with
Jharkhand,schools_with_functional_computer_facility_others,3861,schools,with
Karnataka,schools_with_functional_computer_facility_others,8,schools,with
Kerala,schools_with_functional_computer_facility_others,896,schools,with
Ladakh,schools_with_functional_computer_facility_others,0,schools,with
Lakshadweep,schools_with_functional_computer_facility_others,0,schools,with
Madhya Pradesh,schools_with_functional_computer_facility_others,205,schools,with
Maharashtra,schools_with_functional_computer_facility_others,688,schools,with
Manipur,schools_with_functional_computer_facility_others,107,schools,with
Meghalaya,schools_with_functional_computer_facility_others,122,schools,with
Mizoram,schools_with_functional_computer_facility_others,58,schools,with
Nagaland,schools_with_functional_computer_facility_others,1,schools,with
Odisha,schools_with_functional_computer_facility_others,620,schools,with
Puducherry,schools_with_functional_computer_facility_others,0,schools,with
Punjab,schools_with_functional_computer_facility_others,6,schools,with
Rajasthan,schools_with_functional_computer_facility_others,679,schools,with
Sikkim,schools_with_functional_computer_facility_others,0,schools,with
Tamil Nadu,schools_with_functional_computer_facility_others,459,schools,with
Telangana,schools_with_functional_computer_facility_others,32,schools,with
Tripura,schools_with_functional_computer_facility_others,52,schools,with
Uttar Pradesh,schools_with_functional_computer_facility_others,2599,schools,with
Uttarakhand,schools_with_functional_computer_facility_others,204,schools,with
West Bengal,schools_with_functional_computer_facility_others,331,schools,with
India,_of_schools_with_functional_computer_facility_all_management,39.88,,of
Andaman and Nicobar Islands,_of_schools_with_functional_computer_facility_all_management,61.39,,of
Andhra Pradesh,_of_schools_with_functional_computer_facility_all_management,36.88,,of
Arunachal Pradesh,_of_schools_with_functional_computer_facility_all_management,25.69,,of
Assam,_of_schools_with_functional_computer_facility_all_management,13.73,,of
Bihar,_of_schools_with_functional_computer_facility_all_management,14.09,,of
Chandigarh,_of_schools_with_functional_computer_facility_all_management,99.13,,of
Chhattisgarh,_of_schools_with_functional_computer_facility_all_management,80.45,,of
Dadra and Nagar Haveli and Daman and Diu,_of_schools_with_functional_computer_facility_all_management,88.52,,of
Delhi,_of_schools_with_functional_computer_facility_all_management,100.0,,of
Goa,_of_schools_with_functional_computer_facility_all_management,50.71,,of
Gujarat,_of_schools_with_functional_computer_facility_all_management,92.45,,of
Haryana,_of_schools_with_functional_computer_facility_all_management,53.9,,of
Himachal Pradesh,_of_schools_with_functional_computer_facility_all_management,34.08,,of
Jammu and Kashmir,_of_schools_with_functional_computer_facility_all_management,27.94,,of
Jharkhand,_of_schools_with_functional_computer_facility_all_management,77.52,,of
Karnataka,_of_schools_with_functional_computer_facility_all_management,46.87,,of
Kerala,_of_schools_with_functional_computer_facility_all_management,96.03,,of
Ladakh,_of_schools_with_functional_computer_facility_all_management,34.28,,of
Lakshadweep,_of_schools_with_functional_computer_facility_all_management,100.0,,of
Madhya Pradesh,_of_schools_with_functional_computer_facility_all_management,16.32,,of
Maharashtra,_of_schools_with_functional_computer_facility_all_management,72.79,,of
Manipur,_of_schools_with_functional_computer_facility_all_management,32.15,,of
Meghalaya,_of_schools_with_functional_computer_facility_all_management,14.34,,of
Mizoram,_of_schools_with_functional_computer_facility_all_management,49.96,,of
Nagaland,_of_schools_with_functional_computer_facility_all_management,44.35,,of
Odisha,_of_schools_with_functional_computer_facility_all_management,19.17,,of
Puducherry,_of_schools_with_functional_computer_facility_all_management,94.06,,of
Punjab,_of_schools_with_functional_computer_facility_all_management,98.78,,of
Rajasthan,_of_schools_with_functional_computer_facility_all_management,45.55,,of
Sikkim,_of_schools_with_functional_computer_facility_all_management,77.67,,of
Tamil Nadu,_of_schools_with_functional_computer_facility_all_management,77.91,,of
Telangana,_of_schools_with_functional_computer_facility_all_management,37.51,,of
Tripura,_of_schools_with_functional_computer_facility_all_management,20.57,,of
Uttar Pradesh,_of_schools_with_functional_computer_facility_all_management,20.17,,of
Uttarakhand,_of_schools_with_functional_computer_facility_all_management,39.04,,of
West Bengal,_of_schools_with_functional_computer_facility_all_management,15.7,,of
India,_of_schools_with_functional_computer_facility_govt_,31.11,,of
Andaman and Nicobar Islands,_of_schools_with_functional_computer_facility_govt_,55.56,,of
Andhra Pradesh,_of_schools_with_functional_computer_facility_govt_,22.22,,of
Arunachal Pradesh,_of_schools_with_functional_computer_facility_govt_,15.55,,of
Assam,_of_schools_with_functional_computer_facility_govt_,12.42,,of
Bihar,_of_schools_with_functional_computer_facility_govt_,5.34,,of
Chandigarh,_of_schools_with_functional_computer_facility_govt_,99.17,,of
Chhattisgarh,_of_schools_with_functional_computer_facility_govt_,82.3,,of
Dadra and Nagar Haveli and Daman and Diu,_of_schools_with_functional_computer_facility_govt_,87.71,,of
Delhi,_of_schools_with_functional_computer_facility_govt_,100.0,,of
Goa,_of_schools_with_functional_computer_facility_govt_,18.15,,of
Gujarat,_of_schools_with_functional_computer_facility_govt_,93.99,,of
Haryana,_of_schools_with_functional_computer_facility_govt_,33.18,,of
Himachal Pradesh,_of_schools_with_functional_computer_facility_govt_,24.43,,of
Jammu and Kashmir,_of_schools_with_functional_computer_facility_govt_,18.1,,of
Jharkhand,_of_schools_with_functional_computer_facility_govt_,82.62,,of
Karnataka,_of_schools_with_functional_computer_facility_govt_,32.5,,of
Kerala,_of_schools_with_functional_computer_facility_govt_,94.92,,of
Ladakh,_of_schools_with_functional_computer_facility_govt_,29.4,,of
Lakshadweep,_of_schools_with_functional_computer_facility_govt_,100.0,,of
Madhya Pradesh,_of_schools_with_functional_computer_facility_govt_,6.68,,of
Maharashtra,_of_schools_with_functional_computer_facility_govt_,61.77,,of
Manipur,_of_schools_with_functional_computer_facility_govt_,15.53,,of
Meghalaya,_of_schools_with_functional_computer_facility_govt_,8.62,,of
Mizoram,_of_schools_with_functional_computer_facility_govt_,39.76,,of
Nagaland,_of_schools_with_functional_computer_facility_govt_,32.66,,of
Odisha,_of_schools_with_functional_computer_facility_govt_,14.25,,of
Puducherry,_of_schools_with_functional_computer_facility_govt_,89.57,,of
Punjab,_of_schools_with_functional_computer_facility_govt_,99.74,,of
Rajasthan,_of_schools_with_functional_computer_facility_govt_,32.18,,of
Sikkim,_of_schools_with_functional_computer_facility_govt_,76.26,,of
Tamil Nadu,_of_schools_with_functional_computer_facility_govt_,79.1,,of
Telangana,_of_schools_with_functional_computer_facility_govt_,24.13,,of
Tripura,_of_schools_with_functional_computer_facility_govt_,16.15,,of
Uttar Pradesh,_of_schools_with_functional_computer_facility_govt_,5.19,,of
Uttarakhand,_of_schools_with_functional_computer_facility_govt_,26.06,,of
West Bengal,_of_schools_with_functional_computer_facility_govt_,14.14,,of
India,_of_schools_with_functional_computer_facility_pvt_aided,60.44,,of
Andaman and Nicobar Islands,_of_schools_with_functional_computer_facility_pvt_aided,100.0,,of
Andhra Pradesh,_of_schools_with_functional_computer_facility_pvt_aided,15.79,,of
Arunachal Pradesh,_of_schools_with_functional_computer_facility_pvt_aided,86.57,,of
Assam,_of_schools_with_functional_computer_facility_pvt_aided,5.18,,of
Bihar,_of_schools_with_functional_computer_facility_pvt_aided,15.65,,of
Chandigarh,_of_schools_with_functional_computer_facility_pvt_aided,100.0,,of
Chhattisgarh,_of_schools_with_functional_computer_facility_pvt_aided,43.95,,of
Dadra and Nagar Haveli and Daman and Diu,_of_schools_with_functional_computer_facility_pvt_aided,100.0,,of
Delhi,_of_schools_with_functional_computer_facility_pvt_aided,100.0,,of
Goa,_of_schools_with_functional_computer_facility_pvt_aided,90.61,,of
Gujarat,_of_schools_with_functional_computer_facility_pvt_aided,95.94,,of
Haryana,_of_schools_with_functional_computer_facility_pvt_aided,88.24,,of
